"CommodityType","HS.Code","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","total","principleExportCategory","Principle.ReExportsCategory","principleImportCategory"
"IMPORT","87120000","Bicycles and other cycles, (including delivery tricycles), not motorized.","BICYCLE AND MOUNTAIN BIKE",242151,"Other products","Other products ","Other Imports"
"IMPORT","32159000","Other","INK",241149,"Other products","Other products ","Other Imports"
"IMPORT","84389000","Parts","COMMERCIAL CATERING EQUIPMENT SPARE PARTS",239862,"Other products","Other products ","Other Imports"
"IMPORT","95030000","Tricycles, scooters, pedal cars toys, etc; dolls' carriages; toys; recre...puzzels ...","LEGO - JURASSIC WORLD BABY BUMPY",239759,"Other products","Other products ","Other Imports"
"IMPORT","08105000","Kiwifruit","KIWI FRUIT",239383,"Other products","Other products ","Other Imports"
"IMPORT","49111000","Trade advertising material, commercial catalogues and the like","TICKET & POSTER",239097,"Other products","Other products ","Other Imports"
"IMPORT","40081100","Plates, sheets and strip","RUBBER BAND",238675,"Other products","Other products ","Other Imports"
"IMPORT","84148000","Other","COMPRESSOR/ CORE AIR COMPRESSOR",238056,"Other products","Other products ","Other Imports"
"IMPORT","39209900","Of other plastics, not reinforced","DES SPL PEWTER /SANDSTONE 3100MMX750MM",237772,"Other products","Other products ","Other Imports"
"IMPORT","95069900","Other","OTHER DARTS EQUIPMENT",236925,"Other products","Other products ","Other Imports"
"IMPORT","48236900","Other","PAPER CUP",236586,"Other products","Other products ","Other Imports"
"IMPORT","21011200","Preparations with a basis of extract, essences or concentrates or with a basis of","NESCAFE",236478,"Other products","Other products ","Other Imports"
"IMPORT","84243000","Steam or sand blasting machines and similar jet projecting machines","CAR WASHING MACHINE",236454,"Other products","Other products ","Other Imports"
"IMPORT","87150000","Baby carriages and parts thereof","STROLLER",236345,"Other products","Other products ","Other Imports"
"IMPORT","70131000","Of glass-ceramics","GLASS CERAMIC DECORATIONS",236338,"Other products","Other products ","Other Imports"
"IMPORT","85183000","Headphones & earphones, whether or not combined with a microphone, and sets.....,","BLUETOOTH HEADSET",236327,"Other products","Other products ","Other Imports"
"IMPORT","38276110","R-404A","REFRIGERATION GAS - R404A",236272,"Other products","Other products","Other Imports"
"IMPORT","84433200","Other, capable of connecting to an automatic data processing or to a network...,","INKJET PRINTER",235373,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","SOC # HPCU4181860",235260,"Other products","Other products ","Other Imports"
"IMPORT","20058000","Sweet corn (Zea mays var.saccharata)","GH CORN CREAM STYLE",234319,"Other products","Other products ","Other Imports"
"IMPORT","84279000","Other trucks","PALLET JACK",234278,"Other products","Other products ","Other Imports"
"IMPORT","95030000","Tricycles, scooters, pedal cars toys, etc; dolls' carriages; toys; recre...puzzels ...","BALLOON",234150,"Other products","Other products ","Other Imports"
"IMPORT","96031000","Brooms and brushes, of twigs or other vegetable materials bound together","LAUNDRY BRUSH",233468,"Other products","Other products ","Other Imports"
"IMPORT","38245000","Non-refractory mortars and concretes","ULTRA COLOR 187 LINEN 5KG",232912,"Other products","Other products ","Other Imports"
"IMPORT","20089900","Other","GH FRUIT SALAD IN SYRUP",231961,"Other products","Other products ","Other Imports"
"IMPORT","85414900","Other","SOLAR PANELS WITH INVERTER BOARD",231339,"Other products","Other products ","Other Imports"
"IMPORT","21039000","Other","OTHER SEASONING AND SAUCES",231002,"Other products","Other products ","Other Imports"
"IMPORT","84314900","Other","PARTS",230918,"Other products","Other products ","Other Imports"
"IMPORT","02031900","Other","PORK MAW",230359,"Other products","Other products ","Other Imports"
"IMPORT","84818000","Other appliances","HYDRANT STANDPIPE LWGCASP",229294,"Other products","Other products ","Other Imports"
"IMPORT","84659900","Other","TIMBER CHIPPING MACHINE",229216,"Other products","Other products ","Other Imports"
"IMPORT","87088000","Suspension systems and parts thereof (including shock absorbers)","SUSPENSION",227877,"Other products","Other products ","Other Imports"
"IMPORT","84322900","Other","MICRO TILLER",227539,"Other products","Other products ","Other Imports"
"IMPORT","85166000","Other ovens; cookers, cooking plates,  boiling rings, grillers and roasters","FAN FORCED OVEN",227385,"Other products","Other products ","Other Imports"
"IMPORT","84678900","Other","OTHERHAND AGITATOR",227171,"Other products","Other products ","Other Imports"
"IMPORT","33072000","Personal deodorants and antiperspirants","BODY SPRAY",226745,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","GINGER DRINK 20*20G*21",225738,"Other products","Other products ","Other Imports"
"IMPORT","84132000","Hand pumps (excl. those of 8413.11 or 8413.19)","POMPE EPREUVE",225203,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","TABLEWARE AND KITCHENWARE",225083,"Other products","Other products ","Other Imports"
"IMPORT","38249900","Other","PHOSPHATE REMOVER",224342,"Other products","Other products ","Other Imports"
"IMPORT","82073000","Tools for pressing, stamping or punching","HOST BAKING TOOL",223855,"Other products","Other products ","Other Imports"
"IMPORT","70071100","Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or...,","GLASS",223780,"Other products","Other products ","Other Imports"
"IMPORT","95062900","Other","OTHER WATER SPORT EQUIP",223762,"Other products","Other products ","Other Imports"
"IMPORT","84678900","Other","OUTIL DE SERTISSAGE",223317,"Other products","Other products ","Other Imports"
"IMPORT","35061000","Products put up as glues or adhesives for retail sale, =<1kg","BONDCRETE 1L TUB BONDALL",222971,"Other products","Other products ","Other Imports"
"IMPORT","65050000","Hats and other headgear, knitted or crocheted, or made up from lace,","CAP",222797,"Other products","Other products ","Other Imports"
"IMPORT","38089900","Other","Mosquito spray",222238,"Other products","Other products ","Other Imports"
"IMPORT","84314900","Other","BUCKET SCREEN",221080,"Other products","Other products ","Other Imports"
"IMPORT","84254200","Hydraulic jacks and vehicle hoists","Wire BrushLift Jacks",220950,"Other products","Other products ","Other Imports"
"IMPORT","83024200","Other, suitable for furniture","DOOR ROLLER GUIDES",220619,"Other products","Other products ","Other Imports"
"IMPORT","90189000","Other instruments and apparatus","CRYOPHARMA STYL CRYO/ONE TOUCH ",219745,"Other products","Other products ","Other Imports"
"IMPORT","83024100","Suitable for buildings","POST STIRRUP",218974,"Other products","Other products ","Other Imports"
"IMPORT","34011900","Other","SOAP",218832,"Other products","Other products ","Other Imports"
"IMPORT","42022900","Other","SCHOOL BAG",218750,"Other products","Other products ","Other Imports"
"IMPORT","42029900","Other","NON-WOVEN HANDBAG",218600,"Other products","Other products ","Other Imports"
"IMPORT","39201000","Of polymers of ethylene","BLACKS STRETCH WRAP",218587,"Other products","Other products ","Other Imports"
"IMPORT","96034000","Paint, distemper, varnish or similar brushes; paint pads and rollers","PAINT BRUSHES AND ROLLERS",218537,"Other products","Other products ","Other Imports"
"IMPORT","85159000","Parts","PARTS FOR MILLER WELDER",218276,"Other products","Other products ","Other Imports"
"IMPORT","94051100","Designed for use solely  with light-emitting diode  (LED) light sources","VANITY/PICTURE LED WALL LIGHT LUMINAIRE",218116,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","PLSTIC FLOOR SIGN AND VAC FLEXIBLE",217980,"Other products","Other products ","Other Imports"
"IMPORT","84138100","Pumps","PUMPS",217534,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","20FT DAPU2200756",217306,"Other products","Other products ","Other Imports"
"IMPORT","33072000","Personal deodorants and antiperspirants","PERSONAL EFFECTS",216891,"Other products","Other products ","Other Imports"
"IMPORT","95030000","Tricycles, scooters, pedal cars toys, etc; dolls' carriages; toys; recre...puzzels ...","TOY CAR",216414,"Other products","Other products ","Other Imports"
"IMPORT","90041000","Sunglasses","SUN GLASSES",216402,"Other products","Other products ","Other Imports"
"IMPORT","84385000","Machinery for the preparation ofmeat or poultry","MEAT SLICER",215623,"Other products","Other products ","Other Imports"
"IMPORT","39221000","Baths, shower-baths sinks and wash-basins.f plastics.","BASIN AND BUCKET BASIN",215125,"Other products","Other products ","Other Imports"
"IMPORT","88079000","Other","A/C PARTS - MOUNTING KIT",215028,"Other products","Other products","Other Imports"
"IMPORT","35061000","Products put up as glues or adhesives for retail sale, =<1kg","ADHESIVES",214904,"Other products","Other products ","Other Imports"
"IMPORT","17029000","Other, including invert sugar and other sugar syrup blends containing in the dry state","FARMERS BEST ICING SUGAR",213794,"Other products","Other products ","Other Imports"
"IMPORT","35061000","Products put up as glues or adhesives for retail sale, =<1kg","LIQUID NAILS",213739,"Other products","Other products ","Other Imports"
"IMPORT","94041000","Mattress supports","DELUXE MATTERSS DOUBLE",212942,"Other products","Other products ","Other Imports"
"IMPORT","07109000","Mixtures of vegetables","FZN MIX VEGETABLES MWELL",212566,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","20 FT SOC # KUDU6746099",212518,"Other products","Other products ","Other Imports"
"IMPORT","21039000","Other","BARIL PESTO RUSTI BSL ZUC 200G",211956,"Other products","Other products ","Other Imports"
"IMPORT","85285200","Cpble of drctly cnctng to & dsgned for use wth an autmtc dta prcsng mchne of hdng 84.71","HP P24V G4 FHD MONITOR",211515,"Other products","Other products ","Other Imports"
"IMPORT","18063200","Not filled","CHOCOLATES",211323,"Other products","Other products ","Other Imports"
"IMPORT","40131000","Of rubber of a kind used on motor cars, buses or lorries","TUBE",211120,"Other products","Other products ","Other Imports"
"IMPORT","20059900","Other","BEETROOT SLICED",210504,"Other products","Other products ","Other Imports"
"IMPORT","38089900","Other","ORYCTES LURE",209891,"Other products","Other products ","Other Imports"
"IMPORT","84137000","Other Centrifugal pumps","PUMP, LEAD 4"" FLAT 36SS 4M",209684,"Other products","Other products ","Other Imports"
"IMPORT","19012000","Mixes and doughs for preparation of bakers' wares of 19.05","BAKING SODA 100G - 350G",209634,"Other products","Other products ","Other Imports"
"IMPORT","94018000","Other seats","BEAN BAG",209424,"Other products","Other products ","Other Imports"
"IMPORT","32099000","Other","PACIFIC COATINGS/ADHESIVES",208875,"Other products","Other products ","Other Imports"
"IMPORT","07109000","Mixtures of vegetables","MIX VEGETABLE",208784,"Other products","Other products ","Other Imports"
"IMPORT","39249090","Other","PLASTIC WARES",208599,"Other products","Other products ","Other Imports"
"IMPORT","84678900","Other","POWER TOOLS",208451,"Other products","Other products ","Other Imports"
"IMPORT","85414300","Photovoltaic cells assembled in modules or made up into panels","SOLAR CELL",208104,"Other products","Other products ","Other Imports"
"IMPORT","85011000","Motors of an output not exceeding 37.5 W","GENERATOR",208033,"Other products","Other products ","Other Imports"
"IMPORT","84669300","For machines of headings No. 84.56 to 84.61","LATHE AND MILL DRILL PARTS",207577,"Other products","Other products ","Other Imports"
"IMPORT","20097900","Other","APPLE JUICE 350ML-2L",207034,"Other products","Other products ","Other Imports"
"IMPORT","86090000","Containers specially designed for transport by one or more methods...,","SOC # KUDU1615178",207029,"Other products","Other products ","Other Imports"
"IMPORT","74152100","Washers (including spring washiers)","IRON WASHER",206557,"Other products","Other products ","Other Imports"
"IMPORT","04039000","Other","INDOMILK UHT",206526,"Other products","Other products ","Other Imports"
"IMPORT","91021900","Other","ELECTRONIC WATCH",206053,"Other products","Other products ","Other Imports"
"IMPORT","33072000","Personal deodorants and antiperspirants","FRAGRANCES",204599,"Other products","Other products ","Other Imports"
"IMPORT","82079000","Other Interchangeable tools","MIX TOOL",203882,"Other products","Other products ","Other Imports"
"IMPORT","04062000","Grated or powdered cheese, of all kinds","MOZZARELLA CHEESE",203262,"Other products","Other products ","Other Imports"
