HS.Code,TAR_ALL,TAR_DSC,Principle Exports,Principle ReExports,Principle Imports,Classifications Combined,Unit Qty,Import Duty Rate
19022000,"Stuffed pasta, whether or not cooked or otherwise prepared","Stuffed pasta, whether or not cooked or otherwise prepared",Other products,Other products ,"Pasta, whether cooked or stuffed or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous","Pasta, whether cooked or stuffed or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous",KGM,10
19023000,Other pasta,Other pasta,Other products,Other products ,"Pasta, whether cooked or stuffed or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous","Pasta, whether cooked or stuffed or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous",KGM,10
19024000,Couscous,Couscous,Other products,Other products ,"Pasta, whether cooked or stuffed or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous","Pasta, whether cooked or stuffed or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous",KGM,10
19030000,"Tapioca and substitutes therefore prepared from starch, in the form of flakes, grains","Tapioca and substitutes therefore prepared from starch, in the form of flakes, grains",Other products,Other products ,Other Imports,Other products ,KGM,10
19041000,Prepared foods obtained by the swelling or roasting of cereals or cereal products,Prepared foods obtained by the swelling or roasting of cereals or cereal products,Other products,Other products ,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,KGM,10
19042000,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted,Other products,Other products ,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,KGM,10
19043000,Bulgur wheat,Bulgur wheat,Other products,Other products ,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,KGM,10
19049000,Other,Other,Other products,Other products ,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,Prepared foods obtained by the swelling or roasting of cereals or cereal products eg corn flakes; cereals (excl maize) in grain or flakes,KGM,10
19051000,Crispbread,Crispbread,Other products,Other products ,"Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares",KGM,10
19052000,Gingerbread and the like,Gingerbread and the like,Other products,Other products ,"Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares",KGM,10
19053100,Sweet biscuits,Sweet biscuits,Other products,Other products ,"Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares",KGM,10
19053200,Waffles and waffers,Waffles and waffers,Other products,Other products ,"Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares",KGM,10
19054000,"Rusks, toasted bread and similar toasted products","Rusks, toasted bread and similar toasted products",Other products,Other products ,"Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares",KGM,10
19059000,Softer Biscuits e.g SAO,Softer Biscuits e.g SAO,Other products,Other products ,"Bread, pastry, cakes, biscuits and other bakers' wares","Bread, pastry, cakes, biscuits and other bakers' wares",KGM,15
20011000,Cucumbers and gherkins,Cucumbers and gherkins,Other products,Other products ,Other Imports,Other products ,KGM,20
20019000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20021000,"Tomatoes, whole or in pieces","Tomatoes, whole or in pieces",Other products,Other products ,Other Imports,Other products ,KGM,20
20029000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20031000,Mushrooms of the genus Agaricus,Mushrooms of the genus Agaricus,Other products,Other products ,Other Imports,Other products ,KGM,20
20039000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20041000,Potatoes,Potatoes,Other products,Other products ,Other Imports,Other products ,KGM,20
20049000,Other vegetables and mixtures of vegetables,Other vegetables and mixtures of vegetables,Other products,Other products ,Other Imports,Other products ,KGM,20
20051000,Homogenized vegetables,Homogenized vegetables,Other products,Other products ,Other Imports,Other products ,KGM,20
20052000,Potatoes,Potatoes,Other products,Other products ,Other Imports,Other products ,KGM,20
20054000,Peas (Pisum sativum),Peas (Pisum sativum),Other products,Other products ,Other Imports,Other products ,KGM,20
20055100,Bean shelled,"Beans, shelled",Other products,Other products ,Other Imports,Other products ,KGM,20
20055900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20056000,Asparagus,Asparagus,Other products,Other products ,Other Imports,Other products ,KGM,20
20057000,Olives,Olives,Other products,Other products ,Other Imports,Other products ,KGM,20
20058000,Sweet corn (Zea mays var.saccharata),Sweet corn (Zea mays var.saccharata),Other products,Other products ,Other Imports,Other products ,KGM,20
20059100,Bamboo shoots,Bamboo shoots,Other products,Other products ,Other Imports,Other products ,KGM,20
20059900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20060000,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar","Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar",Other products,Other products ,Other Imports,Other products ,KGM,20
20071000,Homogenized preparations,Homogenized preparations,Other products,Other products ,Other Imports,Other products ,KGM,20
20079100,Citrus fruit,Citrus fruit,Other products,Other products ,Other Imports,Other products ,KGM,20
20079900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20081100,Ground-nuts,Ground-nuts,Other products,Other products ,Other Imports,Other products ,KGM,20
20081900,"Other, including mixtures","Other, including mixtures",Other products,Other products ,Other Imports,Other products ,KGM,20
20082000,Pineapples,Pineapples,Other products,Other products ,Other Imports,Other products ,KGM,20
20083000,Citrus fruit,Citrus fruit,Other products,Other products ,Other Imports,Other products ,KGM,20
20084000,Pears,Pears,Other products,Other products ,Other Imports,Other products ,KGM,20
20085000,Apricots,Apricots,Other products,Other products ,Other Imports,Other products ,KGM,20
20086000,Cherries,Cherries,Other products,Other products ,Other Imports,Other products ,KGM,20
20087000,"Peaches, *including nectarines","Peaches, *including nectarines",Other products,Other products ,Other Imports,Other products ,KGM,20
20088000,Strawberries,Strawberries,Other products,Other products ,Other Imports,Other products ,KGM,20
20089100,Palm hearts,Palm hearts,Other products,Other products ,Other Imports,Other products ,KGM,20
20089300,"Cranberries (Vaaccinium macrocarpo, Vaccinium oxycoccos, Vaccinium vitis-idaea)","Cranberries (Vaaccinium macrocarpo, Vaccinium oxycoccos, Vaccinium vitis-idaea)",Other products,Other products ,Other Imports,Other products ,KGM,20
20089700,Mixtures,Mixtures,Other products,Other products ,Other Imports,Other products ,KGM,20
20089900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20091100,Frozen,Frozen,Other products,Other products ,Other Imports,Other products ,KGM,20
20091200,"Not Frozen, of a Brix value not exceeding 20","Not Frozen, of a Brix value not exceeding 20",Other products,Other products ,Other Imports,Other products ,KGM,20
20091900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20092100,Of a Brix value not exceeding 20,Of a Brix value not exceeding 20,Other products,Other products ,Other Imports,Other products ,KGM,20
20092900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20093100,Of a Brix value not exceeding 20,Of a Brix value not exceeding 20,Other products,Other products ,Other Imports,Other products ,KGM,40
20093900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20094100,Of a Brix value not exceeding 20,Of a Brix value not exceeding 20,Other products,Other products ,Other Imports,Other products ,KGM,20
20094900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20095000,Tomato juice,Tomato juice,Other products,Other products ,Other Imports,Other products ,KGM,20
20096100,Of a Brix value not exceeding 30,Of a Brix value not exceeding 30,Other products,Other products ,Other Imports,Other products ,KGM,20
20096900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20097100,Of a Brix value not exceeding 20,Of a Brix value not exceeding 20,Other products,Other products ,Other Imports,Other products ,KGM,20
20097900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20098100,"Cranberries (Vaaccinium macrocarpo, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice","Cranberries (Vaaccinium macrocarpo, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice",Other products,Other products ,Other Imports,Other products ,KGM,20
20098900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,20
20099000,Mixtures of juices,Mixtures of juices,Other products,Other products ,Other Imports,Other products ,KGM,20
21011100,"Extracts, essences and concentrates","Extracts, essences and concentrates",Other products,Other products ,Other Imports,Other products ,KGM,15
21011200,"Preparations with a basis of extract, essences or concentrates or with a basis of","Preparations with a basis of extract, essences or concentrates or with a basis of",Other products,Other products ,Other Imports,Other products ,KGM,15
21012000,"Extracts, essences, concentrates and preparations of tea or mate, and preparations","Extracts, essences, concentrates and preparations of tea or mate, and preparations",Other products,Other products ,Other Imports,Other products ,KGM,15
21013000,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and","Roasted chicory and other roasted coffee substitutes, and extracts, essences and",Other products,Other products ,Other Imports,Other products ,KGM,15
